Year_Birth,Education,Marital_Status,,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain
1972,Graduation,Together,,"31,590.00",1,0,6/18/13,40,3,6,2,6,6,15,1,1,0,0,3,8,0,0,0,0,0
1959,Graduation,Divorced,,"61,250.00",0,1,12/16/12,49,59,382,138,60,26,65,6,5,0,2,12,5,0,0,0,0,0
1971,Graduation,Single,,"91,700.00",0,0,1/17/13,58,19,576,172,125,115,961,1,8,0,6,5,3,0,0,0,0,0
1991,PhD,Single,,"68,126.00",0,0,11-10-2012,40,86,1332,17,23,51,311,1,7,0,4,5,9,0,1,0,0,0
1978,Graduation,Single,,"7,500.00",1,1,12/27/12,5,25,6,5,13,4,4,4,2,0,1,3,6,0,0,0,0,0
1975,Graduation,Single,,"55,801.00",1,1,9/22/13,35,95,367,4,6,4,51,6,7,0,2,6,7,0,0,0,1,0
1951,Graduation,Together,,"86,610.00",0,0,09-05-2013,66,53,446,107,33,196,768,1,5,0,6,6,2,0,0,0,0,0
1948,PhD,Married,,"83,837.00",0,0,12/16/12,79,111,847,66,86,89,119,1,9,0,10,5,4,0,1,0,1,0
1957,Graduation,Married,,"23,539.00",0,0,2/28/14,13,25,4,24,16,1,11,1,2,0,0,4,6,0,0,0,0,0
1950,PhD,Divorced,,"42,873.00",1,1,1/21/13,11,15,209,0,3,2,40,4,6,0,1,4,8,0,0,0,0,0
1958,Graduation,Together,,,1,1,09-03-2012,87,6,19,4,2,2,12,1,1,0,0,3,5,0,0,0,0,0
1988,2n Cycle,Married,,"15,716.00",1,0,11-12-2012,8,26,16,5,8,7,30,3,3,0,0,4,8,0,0,0,0,1
1984,PhD,Married,,"73,356.00",0,0,02-06-2014,56,112,1050,14,0,14,322,1,5,1,11,5,2,0,0,1,1,0
1967,PhD,Married,,"59,062.00",2,1,10-03-2013,74,9,46,1,3,0,12,2,2,0,0,3,4,0,0,0,0,0
1978,Master,Single,,"35,544.00",1,0,03-08-2014,77,4,30,5,4,1,23,1,2,0,0,3,7,0,0,0,0,0
1984,PhD,Married,,"38,175.00",1,0,9/23/13,6,3,70,6,2,3,69,3,3,0,1,4,7,0,0,0,0,0
1959,Master,Together,,"82,576.00",0,0,08-01-2012,66,18,1206,55,168,18,445,1,2,0,4,12,1,0,0,1,0,0
1968,PhD,Married,,"44,377.00",1,1,10-05-2012,70,10,224,0,0,0,30,8,5,0,1,5,8,0,0,0,0,0
1985,PhD,Married,,"33,454.00",1,0,05-08-2013,32,23,76,10,3,1,56,2,4,0,0,4,8,0,0,0,0,0
1960,2n Cycle,Single,,"47,823.00",0,1,7/23/13,0,10,53,1,2,1,5,2,2,0,0,3,8,0,0,0,0,0
1956,Graduation,Divorced,,"26,150.00",2,1,03-11-2013,61,1,5,1,3,5,13,1,1,0,0,3,7,0,0,0,0,0
1991,Graduation,Single,,"8,028.00",0,0,9/18/12,62,2,73,18,7,12,66,15,0,0,1,0,19,0,0,0,0,0
1947,PhD,Married,,"67,472.00",0,1,9/28/13,93,69,162,31,8,17,127,2,4,0,2,7,3,0,0,0,0,0
1983,Graduation,Married,,"30,096.00",1,0,5/22/14,30,9,5,3,12,5,11,1,2,0,0,3,6,0,0,0,0,0
1969,Master,Married,,"79,734.00",0,0,6/28/14,72,17,572,8,23,62,232,1,4,0,3,6,1,0,0,0,1,0
1989,Graduation,Single,,"21,474.00",1,0,04-08-2014,0,34,6,16,11,0,24,2,3,1,1,2,7,0,0,0,0,0
1943,PhD,Married,,"75,865.00",0,0,3/31/14,73,12,483,0,156,0,591,1,3,0,5,10,1,0,0,0,0,0
1971,Master,Married,,"35,178.00",1,0,01-10-2013,10,18,23,1,2,2,13,1,1,1,1,2,7,0,0,0,0,0
1946,PhD,Single,,"82,800.00",0,0,11/24/12,23,45,1006,22,59,68,115,1,7,0,6,12,3,0,0,1,1,0
1965,PhD,Divorced,,"36,921.00",1,1,7/28/13,74,4,17,1,3,1,12,2,2,0,0,3,7,0,0,0,0,0
1972,Graduation,Married,,"74,716.00",0,1,09-12-2013,92,71,133,27,13,195,421,2,7,0,3,5,4,0,0,0,0,0
1958,PhD,Together,,"51,518.00",0,1,10-03-2013,92,4,350,8,17,4,66,2,3,0,2,10,3,0,0,0,0,0
1984,Master,Single,,"18,890.00",0,0,11-10-2012,5,15,6,4,7,2,1,1,0,1,1,2,6,0,0,0,0,0
1970,Graduation,Together,,"19,656.00",1,0,02-08-2013,94,32,25,4,6,8,9,3,2,0,1,3,7,0,0,0,0,0
1990,Graduation,Married,,"18,351.00",0,0,10/29/13,1,7,1,12,0,14,9,1,2,0,0,3,7,0,0,0,0,0
1963,Graduation,Married,,"50,437.00",0,2,10/17/12,28,4,370,9,6,9,92,3,7,0,1,8,7,0,0,0,0,0
1970,PhD,Single,,"57,642.00",0,1,01-09-2014,24,27,580,6,8,0,58,3,7,1,6,6,4,0,0,0,0,0
1971,PhD,Widow,,"47,111.00",0,1,09-08-2012,35,41,595,71,120,112,153,6,3,0,2,10,9,0,0,0,0,0
1977,Graduation,Married,,"42,014.00",1,0,8/17/12,56,50,244,15,4,15,108,6,7,0,1,6,8,0,0,0,0,0
1968,PhD,Divorced,,"50,616.00",0,1,4/18/14,56,4,128,0,0,1,16,2,4,0,0,4,7,0,0,0,0,0
1988,2n Cycle,Married,,"16,248.00",1,0,05-10-2014,77,9,12,11,3,12,10,3,2,0,1,3,6,0,0,0,0,0
1978,2n Cycle,Married,,"12,393.00",0,0,12-04-2012,38,13,5,6,11,7,15,1,2,0,0,3,9,0,0,0,0,0
1991,Basic,Single,,"26,868.00",1,0,4/30/14,52,2,0,0,8,3,1,1,1,0,0,2,7,0,0,0,0,0
1963,Master,Single,,"64,191.00",0,1,1/22/13,30,15,420,15,151,38,186,3,5,0,3,13,3,0,0,0,0,0
1981,PhD,Single,,"36,038.00",1,0,5/31/13,82,7,23,0,0,2,15,2,3,0,0,3,6,0,0,0,0,0
1951,PhD,Married,,"53,312.00",0,0,08-09-2013,32,25,241,0,0,0,12,1,5,0,1,5,7,0,0,0,0,0
1970,Graduation,Single,,"20,587.00",1,0,05-11-2014,39,9,2,3,4,1,6,1,1,0,1,2,7,0,0,0,0,0
1960,PhD,Married,,"49,154.00",1,1,11-03-2013,69,71,206,10,30,27,67,6,4,0,1,8,6,0,0,0,0,0
1959,Graduation,Married,,"35,701.00",0,0,3/19/13,36,5,21,1,7,3,9,1,1,0,0,3,6,0,0,0,0,0
1989,PhD,Single,,"33,996.00",0,0,09-11-2013,46,6,40,2,8,0,15,1,1,0,1,3,4,0,0,0,0,0
1968,Master,Married,,"70,777.00",0,1,2/25/14,80,78,554,35,0,7,113,3,5,0,3,12,3,0,0,0,0,0
1970,PhD,Divorced,,"35,682.00",1,0,6/27/14,34,18,23,0,6,2,8,1,1,0,1,3,2,0,0,0,0,0
1947,Master,Together,,"78,093.00",0,0,12-11-2013,53,10,368,32,13,43,639,1,4,0,7,5,1,0,0,0,0,0
1981,Graduation,Together,,"42,162.00",1,0,11/19/13,31,27,46,7,2,4,59,2,3,1,1,3,6,0,0,0,0,0
1957,Graduation,Together,,"21,994.00",0,1,12/24/12,4,3,9,0,3,1,6,1,0,0,0,3,5,0,0,0,0,0
1984,2n Cycle,Married,,"65,370.00",0,0,08-01-2013,1,29,71,22,138,89,112,1,2,0,3,13,1,0,0,0,0,0
1989,Graduation,Single,,"30,279.00",1,0,12/30/12,13,1,10,4,4,4,14,1,1,0,0,3,8,0,0,0,0,0
1967,Graduation,Married,,"42,664.00",0,1,3/18/14,44,0,21,0,0,0,3,1,1,0,0,3,6,0,0,0,0,0
1948,PhD,Divorced,,"45,072.00",1,2,10/16/13,74,30,144,2,7,2,99,5,6,0,1,4,8,0,0,0,0,0
1977,Graduation,Single,,"28,769.00",1,0,12/18/12,76,3,41,5,10,3,129,3,4,0,1,4,9,0,0,0,0,0
1961,PhD,Married,,"54,456.00",0,1,07-11-2013,23,15,352,0,10,0,27,3,6,0,1,7,6,0,0,0,0,0
1961,Graduation,Married,,"36,443.00",1,1,02-03-2013,9,20,65,0,4,3,46,4,3,0,1,3,8,0,0,0,0,0
1952,Master,Together,,"70,545.00",0,1,06-03-2014,29,21,138,39,55,18,63,1,4,0,1,7,2,0,0,0,0,0
1956,Graduation,Married,,"79,456.00",0,0,8/22/12,12,99,565,42,64,83,548,1,5,0,6,4,3,0,0,0,0,0
1981,2n Cycle,Single,,"42,395.00",1,1,04-04-2014,35,25,48,13,24,15,57,4,3,0,1,4,7,0,0,0,0,0
1978,2n Cycle,Together,,"38,702.00",1,0,08-01-2013,71,40,13,11,13,8,24,2,3,0,0,4,6,0,0,0,0,0
1986,Graduation,Married,,"25,252.00",1,0,07-12-2013,26,6,1,3,2,2,4,1,1,0,0,2,8,0,0,0,0,0
1983,Master,Single,,"31,788.00",1,0,3/20/14,15,6,16,7,0,8,23,3,3,0,0,4,5,0,0,0,0,1
1968,Master,Single,,"50,014.00",1,0,1/22/14,9,42,234,14,19,10,77,2,4,0,1,8,5,0,0,0,0,0
1976,PhD,Divorced,,"70,179.00",0,1,7/21/13,10,133,532,88,69,44,168,3,7,0,3,13,5,0,0,0,0,0
1959,Graduation,Married,,"18,690.00",0,0,12/28/12,77,19,6,1,23,4,7,1,1,0,1,2,8,0,0,0,0,0
1971,2n Cycle,Together,,"42,033.00",1,1,9/19/12,95,7,11,1,2,0,4,1,1,0,0,2,7,0,0,0,0,0
1952,PhD,Divorced,,"46,610.00",0,2,10/29/12,8,43,96,12,33,22,96,6,4,0,1,6,6,0,0,0,0,0
1983,Master,Married,,"35,876.00",0,0,4/20/14,13,14,66,2,4,3,40,1,3,0,1,3,6,0,0,0,0,0
1987,Graduation,Married,,"25,545.00",1,0,09-08-2012,35,85,32,1,16,12,64,3,2,0,2,3,6,0,0,0,0,0
1975,Basic,Married,,"30,801.00",0,1,10/26/12,23,11,8,4,15,2,5,2,1,0,0,3,7,0,0,0,0,0
1950,Graduation,Together,,"27,203.00",1,1,08-06-2012,92,24,13,2,4,0,21,2,1,0,1,2,8,0,0,0,0,0
1983,Graduation,Together,,"28,359.00",1,0,10/27/13,35,2,6,0,2,1,5,1,1,0,0,2,7,0,0,0,0,0
1960,Graduation,Together,,"63,381.00",0,1,10-05-2012,78,159,571,50,33,50,142,4,4,0,5,13,2,0,0,0,0,0
1989,Graduation,Single,,"46,107.00",1,0,02-10-2014,78,33,31,9,16,9,27,1,1,0,1,4,3,0,0,0,0,0
1974,Graduation,Married,,"34,421.00",1,0,07-01-2013,81,9,3,3,6,2,7,1,1,0,0,2,7,0,0,0,0,0
1969,Master,Married,,"43,641.00",1,1,4/22/13,50,23,57,2,4,2,51,3,2,0,1,4,6,0,0,0,0,0
1970,Graduation,Single,,"43,020.00",1,0,11/30/13,79,43,45,7,4,25,99,3,4,0,1,4,6,0,0,0,0,0
1953,Graduation,Married,,"75,027.00",0,1,01-09-2013,74,77,925,64,133,12,179,2,9,0,4,6,5,0,0,0,0,0
1991,Graduation,Married,,"51,373.00",0,0,6/22/13,37,117,83,2,64,26,101,1,3,0,5,3,4,0,0,0,0,0
1969,Master,Together,,"41,021.00",1,0,12/30/12,12,12,14,7,6,16,9,2,2,0,0,3,6,0,0,0,0,0
1964,Graduation,Married,,"40,800.00",1,2,01-01-2013,77,10,24,0,8,30,27,2,3,0,0,3,7,0,0,0,0,1
1949,Master,Married,,"36,408.00",1,1,9/21/13,11,3,9,1,3,2,4,1,1,0,0,2,6,0,0,0,0,0
1968,Master,Divorced,,"41,335.00",1,0,12/26/13,24,5,112,19,16,14,21,3,4,0,1,4,7,0,0,0,0,0
1976,Master,Together,,"65,104.00",0,1,11/14/13,4,50,738,0,13,20,232,2,3,0,5,7,7,0,0,0,0,0
1974,Master,Married,,"83,891.00",0,1,6/20/14,24,15,217,38,111,85,350,1,4,0,7,10,1,0,0,0,0,0
1952,Graduation,Widow,,"40,049.00",0,1,10/16/13,23,3,13,6,0,3,7,1,1,0,0,3,6,0,0,0,0,0
1968,Graduation,Together,,"40,521.00",1,1,04-05-2013,82,4,12,0,0,0,5,1,0,0,1,2,5,0,0,0,0,0
1982,Graduation,Married,,"69,109.00",0,0,11-09-2012,10,95,823,25,124,29,459,1,6,0,6,7,4,0,0,1,0,0
1977,Graduation,Married,,"72,117.00",0,1,8/20/13,34,50,707,20,65,60,171,1,9,0,7,9,5,0,0,0,0,0
1954,Graduation,Divorced,,"79,865.00",0,1,6/18/14,12,38,71,99,185,121,278,1,5,0,10,5,1,0,0,0,0,0
1955,PhD,Married,,"22,554.00",1,1,11-03-2012,38,4,27,0,0,0,10,4,2,0,0,4,5,0,0,0,0,0
1975,Graduation,Married,,"37,085.00",1,1,6/26/14,65,3,39,1,2,0,16,4,3,0,0,3,8,0,0,0,0,0
1984,Master,Single,,"31,385.00",1,0,12-05-2012,56,9,3,2,0,1,12,1,1,1,0,2,8,0,0,0,0,0
1963,Graduation,Married,,"80,124.00",0,0,6/26/14,47,241,483,84,205,84,398,1,3,1,7,8,1,0,0,0,0,0
1975,Master,Single,,"46,098.00",1,1,8/18/12,86,36,57,0,0,0,27,4,3,0,2,2,8,0,0,0,0,0
1978,PhD,Married,,"37,717.00",1,0,11/23/12,31,5,9,0,4,1,6,1,1,0,0,2,9,0,0,0,0,0
1962,PhD,Single,,"52,597.00",0,1,05-07-2014,69,42,492,0,7,0,37,3,6,0,3,8,5,0,0,0,0,0
1972,PhD,Together,,"38,887.00",1,0,03-02-2014,17,3,25,1,0,0,13,1,1,0,0,3,7,0,0,0,0,0
1989,Graduation,Single,,"30,279.00",1,0,12/30/12,13,1,10,4,4,4,14,1,1,0,0,3,8,0,0,0,0,0
1989,Graduation,Married,,"75,433.00",1,0,04-05-2014,28,57,800,0,0,34,297,2,2,0,5,10,6,0,1,0,1,0
1987,Graduation,Together,,"67,605.00",0,0,3/31/13,84,54,336,28,184,54,282,1,2,0,8,6,1,0,0,0,0,0
1972,Graduation,Together,,"84,906.00",0,0,10-04-2013,98,76,997,15,99,30,414,1,5,0,6,12,2,1,1,1,0,0
1981,2n Cycle,Married,,"51,111.00",1,1,6/19/14,83,3,22,0,6,5,19,2,2,0,0,3,6,0,0,0,0,0
1948,PhD,Single,,"60,200.00",0,1,01-02-2013,3,26,502,19,0,6,132,6,6,0,2,11,6,0,0,0,0,0
1950,PhD,Married,,"41,145.00",1,1,02-08-2014,20,1,9,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0
1975,PhD,Together,,"56,559.00",0,1,12/25/12,46,31,226,22,41,31,133,3,4,0,3,8,4,0,0,0,0,0
1979,Basic,Together,,"23,724.00",1,0,01-08-2013,65,14,5,23,0,18,15,2,2,0,0,3,8,0,0,0,0,0
1975,PhD,Married,,"76,618.00",0,0,12-07-2012,64,147,749,40,121,160,294,1,3,0,2,5,1,0,0,0,0,0
1954,Graduation,Single,,"22,507.00",0,0,11/24/12,67,68,68,0,51,157,226,3,10,0,2,4,9,0,0,0,0,0
1947,Graduation,Together,,"70,321.00",0,0,1/16/13,6,191,303,23,82,26,751,1,6,0,5,13,4,0,0,0,0,0
1955,2n Cycle,Divorced,,"41,769.00",0,1,2/13/13,31,27,302,29,32,0,131,6,8,0,1,7,8,0,0,0,0,0
1965,PhD,Married,,"84,618.00",0,0,11/22/13,96,0,684,100,21,66,801,1,6,0,9,10,2,0,0,1,0,0
1965,PhD,Together,,"51,717.00",0,1,8/20/13,55,5,98,1,0,1,17,1,3,0,0,4,7,0,1,0,0,0
1982,2n Cycle,Single,,"74,116.00",0,0,12/30/13,53,166,871,111,145,55,704,1,4,0,4,10,2,0,1,0,0,0
1956,2n Cycle,Married,,"53,230.00",0,1,08-03-2012,86,229,176,72,136,21,98,4,5,0,2,12,5,0,0,0,0,0
1974,Graduation,Married,,"42,557.00",0,1,8/29/12,98,15,192,5,0,5,53,4,6,0,1,4,8,0,0,0,0,0
1959,2n Cycle,Married,,"26,887.00",0,1,02-10-2013,27,6,6,7,3,4,4,1,1,0,0,3,6,0,0,0,0,0
1973,Graduation,Married,,"33,471.00",1,0,10-12-2012,47,12,43,2,0,9,27,3,3,0,0,4,7,0,0,0,0,0
1959,Graduation,Divorced,,"63,033.00",0,0,11/15/13,82,30,194,61,225,112,480,1,3,0,4,8,2,0,0,0,0,0
1951,Graduation,Divorced,,"22,263.00",1,1,3/30/14,31,2,17,0,0,0,2,2,1,0,0,3,6,0,0,0,0,1
1974,Graduation,Married,,"44,989.00",0,1,09-12-2012,26,106,98,0,49,10,106,5,5,0,1,5,6,0,0,0,0,0
1952,Master,Divorced,,"59,354.00",1,1,11/15/13,53,14,233,2,3,5,53,3,6,0,1,5,6,0,0,0,0,0
1981,Graduation,Together,,"56,386.00",1,1,10/27/12,51,75,230,48,13,32,214,8,9,0,1,7,9,0,0,0,0,0
1954,Graduation,Divorced,,"85,683.00",0,0,3/21/14,6,51,1296,17,45,69,311,1,2,0,4,10,1,1,1,1,1,0
1960,2n Cycle,Single,,"32,218.00",0,0,2/15/14,27,30,10,24,13,1,15,1,2,1,1,3,7,0,0,0,0,0
1971,Graduation,Together,,"74,538.00",0,0,6/29/13,21,28,380,98,110,112,733,1,8,0,8,5,3,0,0,1,0,0
1964,Master,Single,,"63,972.00",0,1,12-02-2012,93,12,928,63,0,12,254,4,5,0,4,10,4,0,1,0,0,0
1950,PhD,Together,,"52,157.00",0,1,06-07-2014,48,40,189,2,3,2,29,2,3,0,2,5,4,0,0,0,0,0
1981,Graduation,Single,,"72,066.00",0,0,6/23/14,55,34,1003,34,134,51,536,1,4,0,6,6,2,0,0,1,1,0
1965,PhD,Single,,"40,637.00",1,1,7/17/13,72,3,22,0,0,0,13,2,1,0,0,3,7,0,0,0,0,0
1957,2n Cycle,Married,,"53,233.00",0,1,3/18/14,18,0,28,0,3,0,9,1,1,0,0,3,4,0,0,0,0,0
1965,PhD,Single,,"40,760.00",0,1,8/30/13,64,6,70,0,0,0,17,2,2,0,1,3,6,0,0,0,0,0
1957,Master,Married,,"66,726.00",1,1,01-12-2014,61,47,349,7,0,0,35,3,8,0,2,4,7,0,1,0,0,0
1951,2n Cycle,Married,,"78,497.00",0,0,12-01-2013,44,223,207,26,75,0,447,1,5,0,7,12,2,0,0,0,1,0
1973,Graduation,Married,,"49,094.00",0,1,9/21/12,6,69,376,0,11,8,38,5,6,0,3,6,6,0,0,0,0,0
1989,Master,Together,,"88,420.00",0,0,05-02-2014,87,153,957,153,99,95,612,1,4,1,7,8,1,0,0,1,1,0
1976,2n Cycle,Single,,"79,689.00",0,0,05-12-2013,65,121,311,26,180,37,640,1,4,0,9,13,2,0,0,0,0,0
1979,Basic,Single,,"15,862.00",1,0,6/27/13,26,10,1,1,11,9,4,1,1,0,0,3,8,0,0,0,0,0
1961,Graduation,Married,,"79,410.00",0,0,5/29/14,19,13,658,80,123,13,483,1,3,0,2,5,1,0,0,0,0,0
1975,Master,Together,,"53,253.00",1,1,02-11-2013,61,125,216,9,20,9,57,7,4,0,3,5,5,0,0,0,0,0
1987,Graduation,Together,,"67,430.00",0,0,09-05-2012,6,121,595,97,127,133,291,1,11,0,5,12,6,0,0,0,0,0
1968,Graduation,Divorced,,"61,671.00",0,1,06-03-2014,23,28,641,7,0,0,56,8,10,0,4,6,8,0,1,0,1,0
1954,Graduation,Married,,"38,998.00",1,1,11-03-2012,92,5,34,1,0,0,14,3,2,0,0,3,8,0,0,0,0,1
1955,Graduation,Together,,"53,863.00",0,1,5/17/14,4,30,399,4,6,4,30,3,7,0,1,7,7,0,1,0,0,0
1963,Graduation,Single,,"30,983.00",0,0,11-09-2012,50,49,51,4,12,1,50,1,4,0,0,3,8,0,0,0,0,0
1954,Graduation,Married,,"38,998.00",1,1,11-03-2012,92,5,34,1,0,0,14,3,2,0,0,3,8,0,0,0,0,1
1983,Master,Single,,"89,616.00",0,0,2/25/13,36,15,671,47,145,111,655,1,7,0,5,12,2,0,0,0,0,0
1965,Graduation,Together,,"75,276.00",0,0,9/27/12,2,21,610,105,137,42,125,1,9,0,4,9,5,0,0,0,0,0
1959,Master,Married,,"34,242.00",0,1,3/23/14,25,1,8,2,0,0,4,1,0,0,0,3,5,0,0,0,0,0
1968,Master,Together,,"43,795.00",0,1,10/16/13,11,107,314,11,4,3,53,3,7,0,3,4,7,0,1,0,0,0
1957,Graduation,Single,,"64,849.00",0,0,11/13/12,42,108,652,48,94,84,350,1,9,0,3,6,5,0,0,0,0,0
1963,Graduation,Married,,"22,419.00",0,0,4/18/13,74,42,30,3,19,21,47,1,3,0,2,2,8,0,0,0,0,0
1959,Graduation,Together,,"57,957.00",0,1,8/19/13,24,29,290,59,77,5,177,7,4,0,6,8,3,0,0,0,0,1
1954,Graduation,Married,,"46,734.00",0,1,11/18/12,40,29,110,5,26,23,137,2,6,0,1,5,7,0,0,0,0,0
1979,Basic,Single,,"20,194.00",1,0,12/17/12,64,15,0,4,11,10,7,2,2,0,0,3,6,0,0,0,0,0
1953,Graduation,Married,,"37,716.00",0,1,4/21/14,4,41,97,1,6,2,41,2,4,0,1,3,7,0,0,0,0,0
1971,Master,Together,,"30,538.00",1,0,10-01-2012,27,20,284,0,8,3,52,4,9,0,0,4,10,0,0,0,0,0
1969,Master,Together,,,1,1,5/18/13,52,96,375,42,94,66,48,7,4,0,10,4,3,0,0,0,0,0
1978,Graduation,Married,,"65,819.00",0,0,11/29/12,99,63,267,38,149,165,701,1,5,0,4,10,3,0,0,0,0,0
1977,Graduation,Married,,"42,014.00",1,0,8/17/12,56,50,244,15,4,15,108,6,7,0,1,6,8,0,0,0,0,0
1972,Master,Single,,"46,423.00",1,1,9/18/13,6,8,68,0,0,0,16,3,2,0,0,4,7,0,0,0,0,0
1979,Graduation,Together,,"90,300.00",0,0,01-03-2014,7,57,594,134,33,134,786,0,5,0,6,8,1,0,0,1,0,0
1976,Graduation,Married,,"46,049.00",1,1,7/21/13,11,19,342,9,19,14,112,10,5,0,2,9,7,0,0,0,0,0
1978,2n Cycle,Single,,"38,593.00",1,0,9/13/13,42,24,51,12,17,24,49,3,4,0,1,3,8,0,0,0,0,0
1963,Graduation,Widow,,"34,213.00",1,1,09-07-2012,2,26,50,4,6,3,28,3,3,0,1,2,9,0,0,0,0,0
1978,Graduation,Married,,"51,267.00",1,1,10/29/13,37,12,183,2,7,2,64,4,3,0,3,5,4,0,0,0,0,0
1976,PhD,Divorced,,"14,849.00",1,0,07-02-2013,39,9,21,2,3,2,28,3,2,0,0,4,8,0,0,0,0,0
1974,Graduation,Together,,"47,889.00",1,0,01-04-2014,94,4,29,0,0,5,29,1,2,0,0,3,5,0,0,0,0,0
1959,PhD,Together,,"53,537.00",1,1,1/30/14,17,6,81,0,0,0,6,2,2,0,1,3,5,0,0,0,0,0
1978,Graduation,Widow,,"54,162.00",1,1,3/18/13,31,10,5,6,6,5,10,1,1,0,0,3,4,0,0,0,0,0
1968,PhD,Together,,"40,706.00",2,1,1/17/13,37,5,59,0,4,2,11,4,3,0,0,4,7,0,0,0,0,0
1971,Master,Divorced,,"44,635.00",1,1,10-11-2013,25,3,56,0,0,0,9,2,2,0,0,3,7,0,0,0,0,0
1960,Graduation,Divorced,,"58,401.00",0,1,4/20/14,55,29,10,0,17,29,11,1,1,0,2,2,4,0,0,0,0,0
1965,Master,Married,,"74,806.00",0,1,12/19/12,1,9,670,9,0,28,249,2,5,0,4,5,4,0,0,0,0,0
1973,PhD,Alone,,"35,860.00",1,1,5/19/14,37,20,15,0,4,2,8,2,1,1,1,2,5,0,0,0,0,0
1955,2n Cycle,Married,,"72,635.00",0,0,06-03-2013,54,107,390,22,104,35,323,1,6,0,8,6,3,0,0,0,1,0
1982,2n Cycle,Together,,"66,664.00",0,0,9/25/12,78,32,398,96,220,96,447,1,5,0,7,6,3,0,0,0,0,0
1952,Graduation,Married,,"50,300.00",0,1,5/25/14,52,5,143,15,24,23,60,2,2,0,1,8,2,0,0,0,0,0
1972,Graduation,Single,,"21,359.00",1,0,4/20/13,1,10,12,2,6,1,17,2,2,0,0,3,8,0,0,0,0,0
1990,Graduation,Single,,"96,843.00",0,0,4/23/13,60,17,448,71,40,17,951,1,6,0,11,10,2,0,0,1,0,0
1964,PhD,Married,,"59,304.00",0,1,7/29/13,81,10,418,61,80,51,428,3,7,0,8,10,5,0,0,0,0,0
1970,Graduation,Married,,"72,940.00",0,0,6/19/13,13,116,182,74,162,149,298,1,3,0,3,6,1,0,0,0,0,0
1976,Master,Together,,"30,560.00",1,0,6/27/13,6,7,9,1,4,5,5,1,1,0,0,3,7,0,0,0,0,0
1965,Master,Single,,"33,168.00",0,1,10/13/12,0,3,80,1,0,1,37,3,2,0,1,4,7,0,0,0,0,0
1976,Graduation,Married,,"61,064.00",0,1,8/31/12,80,180,387,126,0,45,342,5,8,0,4,11,6,0,0,0,0,0
1959,Graduation,Together,,"54,753.00",0,1,09-12-2013,87,131,197,107,7,59,227,3,5,0,2,11,4,0,0,0,0,0
1985,Master,Married,,"20,559.00",1,0,03-12-2013,88,7,13,1,3,0,29,2,2,0,0,3,8,0,0,0,0,0
1960,Graduation,Divorced,,"62,204.00",0,2,09-12-2012,38,139,317,46,151,46,247,1,4,0,5,12,3,0,0,0,0,0
1955,Graduation,Married,,"76,998.00",0,1,01-11-2013,85,107,1449,89,69,35,161,2,11,0,8,8,6,0,0,1,0,0
1948,Master,Married,,"83,790.00",0,0,11/15/13,81,16,1076,16,42,48,417,1,8,0,10,6,3,0,1,1,0,0
1954,Graduation,Together,,"36,807.00",1,1,12/20/12,88,5,4,2,0,0,5,1,1,0,0,2,6,0,0,0,0,0
1975,Graduation,Married,,"27,573.00",1,0,3/25/13,45,15,50,15,39,15,110,4,5,0,1,4,8,0,0,0,0,0
1979,Graduation,Married,,"27,244.00",1,0,03-07-2014,84,46,6,5,3,24,17,2,2,0,2,2,7,0,0,0,0,0
1973,Master,Married,,"38,576.00",0,1,03-04-2014,2,0,34,0,0,0,7,1,1,0,0,3,7,0,0,0,0,0
1964,2n Cycle,Together,,"68,316.00",0,1,11-04-2012,54,33,806,80,120,11,161,5,10,0,7,10,6,0,0,0,0,0
1964,PhD,Married,,"60,896.00",0,1,10-11-2012,90,153,1013,30,60,46,399,3,9,0,10,4,6,0,0,0,0,0
1959,PhD,Married,,"52,854.00",1,1,3/24/14,43,0,105,0,0,1,10,2,2,0,1,4,5,0,0,0,0,0
1955,Master,Single,,"36,927.00",1,1,06-02-2014,46,4,51,0,0,0,16,2,3,0,0,3,8,0,0,0,0,0
1981,Graduation,Divorced,,"28,510.00",1,1,4/13/13,72,19,44,5,0,4,19,3,2,0,0,4,5,0,0,0,0,0
1962,Master,Married,,"72,828.00",0,1,2/14/13,17,205,1205,0,19,14,235,6,6,0,3,13,7,0,0,0,0,0
1971,PhD,Together,,"29,732.00",1,0,3/25/14,23,4,25,0,0,1,8,1,2,0,0,2,9,0,0,0,0,0
1952,Master,Together,,"40,442.00",1,1,8/19/12,52,13,45,12,25,22,52,4,3,0,1,4,7,0,0,0,0,0
1963,PhD,Married,,"4,023.00",1,1,6/23/14,29,1,5,0,1,1,1,15,0,0,0,0,19,0,0,0,0,0
1959,Graduation,Together,,"71,232.00",0,1,11/28/13,91,17,653,17,34,26,170,2,11,0,2,10,7,0,0,0,0,0
1972,Graduation,Married,,"80,134.00",1,0,5/20/13,40,80,1218,16,104,0,272,2,5,0,3,6,6,0,1,1,1,0
