Year_Birth,Income,Kidhome,Teenhome,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain,D_Customer,M_Customer,Y_Customer,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,target
1983,50150,0,0,32,11,135,46,65,61,92,2,5,0,2,7,5,0,0,0,0,0,20,6,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1972,31590,1,0,40,3,6,2,6,6,15,1,1,0,0,3,8,0,0,0,0,0,18,6,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1959,61250,0,1,49,59,382,138,60,26,65,6,5,0,2,12,5,0,0,0,0,0,16,12,2012,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1971,91700,0,0,58,19,576,172,125,115,961,1,8,0,6,5,3,0,0,0,0,0,17,1,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1991,68126,0,0,40,86,1332,17,23,51,311,1,7,0,4,5,9,0,1,0,0,0,10,11,2012,False,False,False,False,True,False,False,False,False,True,False,False,False,1
1978,7500,1,1,5,25,6,5,13,4,4,4,2,0,1,3,6,0,0,0,0,0,27,12,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1975,55801,1,1,35,95,367,4,6,4,51,6,7,0,2,6,7,0,0,0,1,0,22,9,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1951,86610,0,0,66,53,446,107,33,196,768,1,5,0,6,6,2,0,0,0,0,0,5,9,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1948,83837,0,0,79,111,847,66,86,89,119,1,9,0,10,5,4,0,1,0,1,0,16,12,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1957,23539,0,0,13,25,4,24,16,1,11,1,2,0,0,4,6,0,0,0,0,0,28,2,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1950,42873,1,1,11,15,209,0,3,2,40,4,6,0,1,4,8,0,0,0,0,0,21,1,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1958,51390,1,1,87,6,19,4,2,2,12,1,1,0,0,3,5,0,0,0,0,0,3,9,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1988,15716,1,0,8,26,16,5,8,7,30,3,3,0,0,4,8,0,0,0,0,1,12,11,2012,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1984,73356,0,0,56,112,1050,14,0,14,322,1,5,1,11,5,2,0,0,1,1,0,6,2,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1967,59062,2,1,74,9,46,1,3,0,12,2,2,0,0,3,4,0,0,0,0,0,3,10,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1978,35544,1,0,77,4,30,5,4,1,23,1,2,0,0,3,7,0,0,0,0,0,8,3,2014,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1984,38175,1,0,6,3,70,6,2,3,69,3,3,0,1,4,7,0,0,0,0,0,23,9,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1959,82576,0,0,66,18,1206,55,168,18,445,1,2,0,4,12,1,0,0,1,0,0,1,8,2012,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1968,44377,1,1,70,10,224,0,0,0,30,8,5,0,1,5,8,0,0,0,0,0,5,10,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1985,33454,1,0,32,23,76,10,3,1,56,2,4,0,0,4,8,0,0,0,0,0,8,5,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1960,47823,0,1,0,10,53,1,2,1,5,2,2,0,0,3,8,0,0,0,0,0,23,7,2013,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1956,26150,2,1,61,1,5,1,3,5,13,1,1,0,0,3,7,0,0,0,0,0,11,3,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1991,8028,0,0,62,2,73,18,7,12,66,15,0,0,1,0,19,0,0,0,0,0,18,9,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1947,67472,0,1,93,69,162,31,8,17,127,2,4,0,2,7,3,0,0,0,0,0,28,9,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1983,30096,1,0,30,9,5,3,12,5,11,1,2,0,0,3,6,0,0,0,0,0,22,5,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1969,79734,0,0,72,17,572,8,23,62,232,1,4,0,3,6,1,0,0,0,1,0,28,6,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1989,21474,1,0,0,34,6,16,11,0,24,2,3,1,1,2,7,0,0,0,0,0,8,4,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1943,75865,0,0,73,12,483,0,156,0,591,1,3,0,5,10,1,0,0,0,0,0,31,3,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1971,35178,1,0,10,18,23,1,2,2,13,1,1,1,1,2,7,0,0,0,0,0,10,1,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,1
1946,82800,0,0,23,45,1006,22,59,68,115,1,7,0,6,12,3,0,0,1,1,0,24,11,2012,False,False,False,False,True,False,False,False,False,True,False,False,False,1
1965,36921,1,1,74,4,17,1,3,1,12,2,2,0,0,3,7,0,0,0,0,0,28,7,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1972,74716,0,1,92,71,133,27,13,195,421,2,7,0,3,5,4,0,0,0,0,0,12,9,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1958,51518,0,1,92,4,350,8,17,4,66,2,3,0,2,10,3,0,0,0,0,0,3,10,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1984,18890,0,0,5,15,6,4,7,2,1,1,0,1,1,2,6,0,0,0,0,0,10,11,2012,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1970,19656,1,0,94,32,25,4,6,8,9,3,2,0,1,3,7,0,0,0,0,0,8,2,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1990,18351,0,0,1,7,1,12,0,14,9,1,2,0,0,3,7,0,0,0,0,0,29,10,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1963,50437,0,2,28,4,370,9,6,9,92,3,7,0,1,8,7,0,0,0,0,0,17,10,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1970,57642,0,1,24,27,580,6,8,0,58,3,7,1,6,6,4,0,0,0,0,0,9,1,2014,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1971,47111,0,1,35,41,595,71,120,112,153,6,3,0,2,10,9,0,0,0,0,0,8,9,2012,False,False,False,False,True,False,False,False,False,False,False,True,False,0
1977,42014,1,0,56,50,244,15,4,15,108,6,7,0,1,6,8,0,0,0,0,0,17,8,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1968,50616,0,1,56,4,128,0,0,1,16,2,4,0,0,4,7,0,0,0,0,0,18,4,2014,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1988,16248,1,0,77,9,12,11,3,12,10,3,2,0,1,3,6,0,0,0,0,0,10,5,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1978,12393,0,0,38,13,5,6,11,7,15,1,2,0,0,3,9,0,0,0,0,0,4,12,2012,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1991,26868,1,0,52,2,0,0,8,3,1,1,1,0,0,2,7,0,0,0,0,0,30,4,2014,False,True,False,False,False,False,False,False,False,True,False,False,False,0
1963,64191,0,1,30,15,420,15,151,38,186,3,5,0,3,13,3,0,0,0,0,0,22,1,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1981,36038,1,0,82,7,23,0,0,2,15,2,3,0,0,3,6,0,0,0,0,0,31,5,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1951,53312,0,0,32,25,241,0,0,0,12,1,5,0,1,5,7,0,0,0,0,0,9,8,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1970,20587,1,0,39,9,2,3,4,1,6,1,1,0,1,2,7,0,0,0,0,0,11,5,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1960,49154,1,1,69,71,206,10,30,27,67,6,4,0,1,8,6,0,0,0,0,0,3,11,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1959,35701,0,0,36,5,21,1,7,3,9,1,1,0,0,3,6,0,0,0,0,0,19,3,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1989,33996,0,0,46,6,40,2,8,0,15,1,1,0,1,3,4,0,0,0,0,0,11,9,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1968,70777,0,1,80,78,554,35,0,7,113,3,5,0,3,12,3,0,0,0,0,0,25,2,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1970,35682,1,0,34,18,23,0,6,2,8,1,1,0,1,3,2,0,0,0,0,0,27,6,2014,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1947,78093,0,0,53,10,368,32,13,43,639,1,4,0,7,5,1,0,0,0,0,0,11,12,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1981,42162,1,0,31,27,46,7,2,4,59,2,3,1,1,3,6,0,0,0,0,0,19,11,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1957,21994,0,1,4,3,9,0,3,1,6,1,0,0,0,3,5,0,0,0,0,0,24,12,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1984,65370,0,0,1,29,71,22,138,89,112,1,2,0,3,13,1,0,0,0,0,0,1,8,2013,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1989,30279,1,0,13,1,10,4,4,4,14,1,1,0,0,3,8,0,0,0,0,0,30,12,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1967,42664,0,1,44,0,21,0,0,0,3,1,1,0,0,3,6,0,0,0,0,0,18,3,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1948,45072,1,2,74,30,144,2,7,2,99,5,6,0,1,4,8,0,0,0,0,0,16,10,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1977,28769,1,0,76,3,41,5,10,3,129,3,4,0,1,4,9,0,0,0,0,0,18,12,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1961,54456,0,1,23,15,352,0,10,0,27,3,6,0,1,7,6,0,0,0,0,0,11,7,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1961,36443,1,1,9,20,65,0,4,3,46,4,3,0,1,3,8,0,0,0,0,0,3,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1952,70545,0,1,29,21,138,39,55,18,63,1,4,0,1,7,2,0,0,0,0,0,3,6,2014,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1956,79456,0,0,12,99,565,42,64,83,548,1,5,0,6,4,3,0,0,0,0,0,22,8,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1981,42395,1,1,35,25,48,13,24,15,57,4,3,0,1,4,7,0,0,0,0,0,4,4,2014,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1978,38702,1,0,71,40,13,11,13,8,24,2,3,0,0,4,6,0,0,0,0,0,1,8,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1986,25252,1,0,26,6,1,3,2,2,4,1,1,0,0,2,8,0,0,0,0,0,12,7,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1983,31788,1,0,15,6,16,7,0,8,23,3,3,0,0,4,5,0,0,0,0,1,20,3,2014,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1968,50014,1,0,9,42,234,14,19,10,77,2,4,0,1,8,5,0,0,0,0,0,22,1,2014,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1976,70179,0,1,10,133,532,88,69,44,168,3,7,0,3,13,5,0,0,0,0,0,21,7,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1959,18690,0,0,77,19,6,1,23,4,7,1,1,0,1,2,8,0,0,0,0,0,28,12,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1971,42033,1,1,95,7,11,1,2,0,4,1,1,0,0,2,7,0,0,0,0,0,19,9,2012,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1952,46610,0,2,8,43,96,12,33,22,96,6,4,0,1,6,6,0,0,0,0,0,29,10,2012,False,False,False,False,True,False,False,True,False,False,False,False,False,1
1983,35876,0,0,13,14,66,2,4,3,40,1,3,0,1,3,6,0,0,0,0,0,20,4,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1987,25545,1,0,35,85,32,1,16,12,64,3,2,0,2,3,6,0,0,0,0,0,8,9,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1975,30801,0,1,23,11,8,4,15,2,5,2,1,0,0,3,7,0,0,0,0,0,26,10,2012,False,True,False,False,False,False,False,False,True,False,False,False,False,0
1950,27203,1,1,92,24,13,2,4,0,21,2,1,0,1,2,8,0,0,0,0,0,6,8,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1983,28359,1,0,35,2,6,0,2,1,5,1,1,0,0,2,7,0,0,0,0,0,27,10,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1960,63381,0,1,78,159,571,50,33,50,142,4,4,0,5,13,2,0,0,0,0,0,5,10,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1989,46107,1,0,78,33,31,9,16,9,27,1,1,0,1,4,3,0,0,0,0,0,10,2,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1974,34421,1,0,81,9,3,3,6,2,7,1,1,0,0,2,7,0,0,0,0,0,1,7,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1969,43641,1,1,50,23,57,2,4,2,51,3,2,0,1,4,6,0,0,0,0,0,22,4,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1970,43020,1,0,79,43,45,7,4,25,99,3,4,0,1,4,6,0,0,0,0,0,30,11,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1953,75027,0,1,74,77,925,64,133,12,179,2,9,0,4,6,5,0,0,0,0,0,9,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1991,51373,0,0,37,117,83,2,64,26,101,1,3,0,5,3,4,0,0,0,0,0,22,6,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1969,41021,1,0,12,12,14,7,6,16,9,2,2,0,0,3,6,0,0,0,0,0,30,12,2012,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1964,40800,1,2,77,10,24,0,8,30,27,2,3,0,0,3,7,0,0,0,0,1,1,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1949,36408,1,1,11,3,9,1,3,2,4,1,1,0,0,2,6,0,0,0,0,0,21,9,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1968,41335,1,0,24,5,112,19,16,14,21,3,4,0,1,4,7,0,0,0,0,0,26,12,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1976,65104,0,1,4,50,738,0,13,20,232,2,3,0,5,7,7,0,0,0,0,0,14,11,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1974,83891,0,1,24,15,217,38,111,85,350,1,4,0,7,10,1,0,0,0,0,0,20,6,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1952,40049,0,1,23,3,13,6,0,3,7,1,1,0,0,3,6,0,0,0,0,0,16,10,2013,False,False,True,False,False,False,False,False,False,False,False,True,False,0
1968,40521,1,1,82,4,12,0,0,0,5,1,0,0,1,2,5,0,0,0,0,0,5,4,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1982,69109,0,0,10,95,823,25,124,29,459,1,6,0,6,7,4,0,0,1,0,0,9,11,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1977,72117,0,1,34,50,707,20,65,60,171,1,9,0,7,9,5,0,0,0,0,0,20,8,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1954,79865,0,1,12,38,71,99,185,121,278,1,5,0,10,5,1,0,0,0,0,0,18,6,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1955,22554,1,1,38,4,27,0,0,0,10,4,2,0,0,4,5,0,0,0,0,0,3,11,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1975,37085,1,1,65,3,39,1,2,0,16,4,3,0,0,3,8,0,0,0,0,0,26,6,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1984,31385,1,0,56,9,3,2,0,1,12,1,1,1,0,2,8,0,0,0,0,0,5,12,2012,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1963,80124,0,0,47,241,483,84,205,84,398,1,3,1,7,8,1,0,0,0,0,0,26,6,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1975,46098,1,1,86,36,57,0,0,0,27,4,3,0,2,2,8,0,0,0,0,0,18,8,2012,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1978,37717,1,0,31,5,9,0,4,1,6,1,1,0,0,2,9,0,0,0,0,0,23,11,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1962,52597,0,1,69,42,492,0,7,0,37,3,6,0,3,8,5,0,0,0,0,0,7,5,2014,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1972,38887,1,0,17,3,25,1,0,0,13,1,1,0,0,3,7,0,0,0,0,0,2,3,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1989,30279,1,0,13,1,10,4,4,4,14,1,1,0,0,3,8,0,0,0,0,0,30,12,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1989,75433,1,0,28,57,800,0,0,34,297,2,2,0,5,10,6,0,1,0,1,0,5,4,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1987,67605,0,0,84,54,336,28,184,54,282,1,2,0,8,6,1,0,0,0,0,0,31,3,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1972,84906,0,0,98,76,997,15,99,30,414,1,5,0,6,12,2,1,1,1,0,0,4,10,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1981,51111,1,1,83,3,22,0,6,5,19,2,2,0,0,3,6,0,0,0,0,0,19,6,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1948,60200,0,1,3,26,502,19,0,6,132,6,6,0,2,11,6,0,0,0,0,0,2,1,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1950,41145,1,1,20,1,9,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0,8,2,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1975,56559,0,1,46,31,226,22,41,31,133,3,4,0,3,8,4,0,0,0,0,0,25,12,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1979,23724,1,0,65,14,5,23,0,18,15,2,2,0,0,3,8,0,0,0,0,0,8,1,2013,False,True,False,False,False,False,False,False,False,False,True,False,False,0
1975,76618,0,0,64,147,749,40,121,160,294,1,3,0,2,5,1,0,0,0,0,0,7,12,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1954,22507,0,0,67,68,68,0,51,157,226,3,10,0,2,4,9,0,0,0,0,0,24,11,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1947,70321,0,0,6,191,303,23,82,26,751,1,6,0,5,13,4,0,0,0,0,0,16,1,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1955,41769,0,1,31,27,302,29,32,0,131,6,8,0,1,7,8,0,0,0,0,0,13,2,2013,True,False,False,False,False,False,False,True,False,False,False,False,False,0
1965,84618,0,0,96,0,684,100,21,66,801,1,6,0,9,10,2,0,0,1,0,0,22,11,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1965,51717,0,1,55,5,98,1,0,1,17,1,3,0,0,4,7,0,1,0,0,0,20,8,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1982,74116,0,0,53,166,871,111,145,55,704,1,4,0,4,10,2,0,1,0,0,0,30,12,2013,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1956,53230,0,1,86,229,176,72,136,21,98,4,5,0,2,12,5,0,0,0,0,0,3,8,2012,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1974,42557,0,1,98,15,192,5,0,5,53,4,6,0,1,4,8,0,0,0,0,0,29,8,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1959,26887,0,1,27,6,6,7,3,4,4,1,1,0,0,3,6,0,0,0,0,0,10,2,2013,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1973,33471,1,0,47,12,43,2,0,9,27,3,3,0,0,4,7,0,0,0,0,0,12,10,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1959,63033,0,0,82,30,194,61,225,112,480,1,3,0,4,8,2,0,0,0,0,0,15,11,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1951,22263,1,1,31,2,17,0,0,0,2,2,1,0,0,3,6,0,0,0,0,1,30,3,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1974,44989,0,1,26,106,98,0,49,10,106,5,5,0,1,5,6,0,0,0,0,0,12,9,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1952,59354,1,1,53,14,233,2,3,5,53,3,6,0,1,5,6,0,0,0,0,0,15,11,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1981,56386,1,1,51,75,230,48,13,32,214,8,9,0,1,7,9,0,0,0,0,0,27,10,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1954,85683,0,0,6,51,1296,17,45,69,311,1,2,0,4,10,1,1,1,1,1,0,21,3,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,1
1960,32218,0,0,27,30,10,24,13,1,15,1,2,1,1,3,7,0,0,0,0,0,15,2,2014,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1971,74538,0,0,21,28,380,98,110,112,733,1,8,0,8,5,3,0,0,1,0,0,29,6,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1964,63972,0,1,93,12,928,63,0,12,254,4,5,0,4,10,4,0,1,0,0,0,2,12,2012,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1950,52157,0,1,48,40,189,2,3,2,29,2,3,0,2,5,4,0,0,0,0,0,7,6,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1981,72066,0,0,55,34,1003,34,134,51,536,1,4,0,6,6,2,0,0,1,1,0,23,6,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1965,40637,1,1,72,3,22,0,0,0,13,2,1,0,0,3,7,0,0,0,0,0,17,7,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1957,53233,0,1,18,0,28,0,3,0,9,1,1,0,0,3,4,0,0,0,0,0,18,3,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1965,40760,0,1,64,6,70,0,0,0,17,2,2,0,1,3,6,0,0,0,0,0,30,8,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1957,66726,1,1,61,47,349,7,0,0,35,3,8,0,2,4,7,0,1,0,0,0,12,1,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
